都道府県名,駅名,路線名
"福井県","本荘","えちぜん鉄道三国芦原線"
"福井県","勢浜","JR小浜線"
"福井県","保田","えちぜん鉄道勝山永平寺線"
"福井県","細呂木","ハピラインふくい線"
"福井県","若狭高浜","JR小浜線"
"山梨県","赤坂","富士急行線"
"山梨県","芦川","JR身延線"
"山梨県","市ノ瀬","JR身延線"
"山梨県","落居","JR身延線"
"山梨県","甲斐大泉","JR小海線"
"山梨県","甲斐大島","JR身延線"
"山梨県","甲斐小泉","JR小海線"
"山梨県","甲斐常葉","JR身延線"
"山梨県","甲斐大和","JR中央本線"
"山梨県","勝沼ぶどう郷","JR中央本線"
"山梨県","久那土","JR身延線"
"山梨県","塩之沢","JR身延線"
"山梨県","十島","JR身延線"
"山梨県","鳥沢","JR中央本線"
"山梨県","梁川","JR中央本線"
"山梨県","波高島","JR身延線"
"山梨県","東山梨","JR中央本線"
"山梨県","日野春","JR中央本線"
"山梨県","寄畑","JR身延線"
"長野県","青沼","JR小海線"
"長野県","赤木","JR飯田線"
"長野県","松原湖","JR小海線"
"長野県","梓橋","JR大糸線"
"長野県","安曇沓掛","JR大糸線"
"長野県","安曇追分","JR大糸線"
"長野県","飯森","JR大糸線"
"長野県","一日市場","JR大糸線"
"長野県","伊那小沢","JR飯田線"
"長野県","伊那新町","JR飯田線"
"長野県","伊那田島","JR飯田線"
"長野県","伊那松島","JR飯田線"
"長野県","稲尾","JR大糸線"
"長野県","藪原","JR中央本線"
"長野県","鶯巣","JR飯田線"
"長野県","姨捨","JR篠ノ井線"
"長野県","海尻","JR小海線"
"長野県","替佐","JR飯山線"
"長野県","柏矢町","JR大糸線"
"長野県","門島","JR飯田線"
"長野県","上桑名川","JR飯山線"
"長野県","上境","JR飯山線"
"長野県","上条","長野電鉄長野線"
"長野県","唐笠","JR飯田線"
"長野県","金野","JR飯田線"
"長野県","冠着","JR篠ノ井線"
"長野県","北小谷","JR大糸線"
"長野県","北細野","JR大糸線"
"長野県","北飯山","JR飯山線"
"長野県","木ノ下","JR飯田線"
"長野県","倉本","JR中央本線"
"長野県","黒姫","北しなの線"
"長野県","桑名川","JR飯山線"
"長野県","延徳","長野電鉄長野線"
"長野県","原野","JR中央本線"
"長野県","佐久海ノ口","JR小海線"
"長野県","佐久広瀬","JR小海線"
"長野県","桜沢","長野電鉄長野線"
"長野県","信濃川島","JR中央本線支線"
"長野県","信濃川上","JR小海線"
"長野県","信濃境","JR中央本線"
"長野県","信濃追分","しなの鉄道線"
"長野県","信濃白鳥","JR飯山線"
"長野県","信濃竹原","長野電鉄長野線"
"長野県","信濃松川","JR大糸線"
"長野県","信濃森上","JR大糸線"
"長野県","信濃木崎","JR大糸線"
"長野県","市役所前","長野電鉄長野線"
"長野県","十二兼","JR中央本線"
"長野県","渕東","松本電鉄上高地線"
"長野県","新島々","松本電鉄上高地線"
"長野県","信州中野","長野電鉄長野線"
"長野県","信濃平","JR飯山線"
"長野県","すずらんの里","JR中央本線"
"長野県","高遠原","JR飯田線"
"長野県","高岩","JR小海線"
"長野県","龍岡城","JR小海線"
"長野県","田立","JR中央本線"
"長野県","田本","JR飯田線"
"長野県","為栗","JR飯田線"
"長野県","中萱","JR大糸線"
"長野県","テクノさかき","しなの鉄道線"
"長野県","中井侍","JR飯田線"
"長野県","中野松川","長野電鉄長野線"
"長野県","渚","松本電鉄上高地線"
"長野県","贄川","JR中央本線"
"長野県","西大滝","JR飯山線"
"長野県","白馬大池","JR大糸線"
"長野県","羽黒下","JR小海線"
"長野県","波田","松本電鉄上高地線"
"長野県","蓮","JR飯山線"
"長野県","羽場","JR飯田線"
"長野県","聖高原","JR篠ノ井線"
"長野県","日野","長野電鉄長野線"
"長野県","日出塩","JR中央本線"
"長野県","平滝","JR飯山線"
"長野県","細野","JR大糸線"
"長野県","馬流","JR小海線"
"長野県","南神城","JR大糸線"
"長野県","南小谷","JR大糸線"
"長野県","宮木","JR飯田線"
"長野県","宮ノ越","JR中央本線"
"長野県","村山","長野電鉄長野線"
"長野県","森宮野原","JR飯山線"
"長野県","屋代高校前","しなの鉄道線"
"長野県","八千穂","JR小海線"
"長野県","柳原","長野電鉄長野線"
"長野県","簗場","JR大糸線"
"長野県","横倉","JR飯山線"
"長野県","温田","JR飯田線"
"長野県","滑津","JR小海線"
"岐阜県","赤池","長良川鉄道越美南線"
"岐阜県","飯沼","明知鉄道"
"岐阜県","石津","養老鉄道"
"岐阜県","糸貫","樽見鉄道樽見"
"岐阜県","広神戸","養老鉄道"
"岐阜県","打保","JR高山本線"
"岐阜県","鵜沼宿","名鉄各務原線"
"岐阜県","大中","長良川鉄道越美南線"
"岐阜県","大矢","長良川鉄道越美南線"
"岐阜県","織部","樽見鉄道樽見"
"岐阜県","各務ヶ原","JR高山本線"
"岐阜県","各務原市役所前","名鉄各務原線"
"岐阜県","可児川","名鉄広見線"
"岐阜県","神海","樽見鉄道樽見"
"岐阜県","北神戸","養老鉄道"
"岐阜県","木尾","長良川鉄道越美南線"
"岐阜県","木知原","樽見鉄道樽見"
"岐阜県","郡上大和","長良川鉄道越美南線"
"岐阜県","坂上","JR高山本線"
"岐阜県","自然園前","長良川鉄道越美南線"
"岐阜県","市民公園前","名鉄各務原線"
"岐阜県","下麻生","JR高山本線"
"岐阜県","下油井","JR高山本線"
"岐阜県","上万場","長良川鉄道越美南線"
"岐阜県","白川口","JR高山本線"
"岐阜県","白鳥高原","長良川鉄道越美南線"
"岐阜県","新可児","名鉄広見線"
"岐阜県","杉原","JR高山本線"
"岐阜県","関ヶ原","JR東海道本線"
"岐阜県","関市役所前","長良川鉄道越美南線"
"岐阜県","せきてらす前","長良川鉄道越美南線"
"岐阜県","関富岡","長良川鉄道越美南線"
"岐阜県","禅昌寺","JR高山本線"
"岐阜県","高尾","樽見鉄道樽見"
"岐阜県","高科","樽見鉄道樽見"
"岐阜県","谷汲口","樽見鉄道樽見"
"岐阜県","樽見","樽見鉄道樽見"
"岐阜県","渚","JR高山本線"
"岐阜県","名電各務原","名鉄各務原線"
"岐阜県","鍋原","樽見鉄道樽見"
"岐阜県","西笠松","名鉄竹鼻線"
"岐阜県","西可児","名鉄広見線"
"岐阜県","二十軒","名鉄各務原線"
"岐阜県","日当","樽見鉄道樽見"
"岐阜県","野志","明知鉄道"
"岐阜県","花白温泉","明知鉄道"
"岐阜県","飛騨金山","JR高山本線"
"岐阜県","飛騨小坂","JR高山本線"
"岐阜県","飛騨細江","JR高山本線"
"岐阜県","飛騨宮田","JR高山本線"
"岐阜県","深戸","長良川鉄道越美南線"
"岐阜県","北濃","長良川鉄道越美南線"
"岐阜県","美並苅安","長良川鉄道越美南線"
"岐阜県","みなみ子宝温泉","長良川鉄道越美南線"
"岐阜県","美濃白鳥","長良川鉄道越美南線"
"岐阜県","美濃津屋","養老鉄道"
"岐阜県","美濃松山","養老鉄道"
"岐阜県","美濃山崎","養老鉄道"
"岐阜県","苧ヶ瀬","名鉄各務原線"
"岐阜県","モレラ岐阜","樽見鉄道樽見"
"岐阜県","焼石","JR高山本線"
"静岡県","青部","大井川鉄道本線"
"静岡県","相月","JR飯田線"
"静岡県","奥浜名湖","天竜浜名湖鉄道"
"静岡県","足柄","JR御殿場線"
"静岡県","アプトいちしろ","大井川鉄道井川線"
"静岡県","井川","大井川鉄道井川線"
"静岡県","いこいの広場","天竜浜名湖鉄道"
"静岡県","伊豆急下田","伊豆急行線"
"静岡県","稲子","JR身延線"
"静岡県","遠州森","天竜浜名湖鉄道"
"静岡県","大嵐","JR飯田線"
"静岡県","大森","天竜浜名湖鉄道"
"静岡県","大和田","大井川鉄道本線"
"静岡県","岡地","天竜浜名湖鉄道"
"静岡県","奥大井湖上","大井川鉄道井川線"
"静岡県","尾盛","大井川鉄道井川線"
"静岡県","門出","大井川鉄道本線"
"静岡県","神尾","大井川鉄道本線"
"静岡県","川根温泉笹間渡","大井川鉄道本線"
"静岡県","川根両国","大井川鉄道井川線"
"静岡県","閑蔵","大井川鉄道井川線"
"静岡県","合格","大井川鉄道本線"
"静岡県","小和田","JR飯田線"
"静岡県","崎平","大井川鉄道本線"
"静岡県","佐久間","JR飯田線"
"静岡県","浜名湖佐久米","天竜浜名湖鉄道"
"静岡県","桜木","天竜浜名湖鉄道"
"静岡県","桜橋","静岡鉄道静岡清水線"
"静岡県","沢間","大井川鉄道井川線"
"静岡県","塩郷","大井川鉄道本線"
"静岡県","下泉","大井川鉄道本線"
"静岡県","ジヤトコ前","岳南鉄道"
"静岡県","十国登り口","伊豆箱根鉄道十国鋼索線"
"静岡県","遠州芝本","遠州鉄道"
"静岡県","十国峠","伊豆箱根鉄道十国鋼索線"
"静岡県","新金谷","大井川鉄道本線"
"静岡県","新富士","東海道新幹線"
"静岡県","須津","岳南鉄道"
"静岡県","駿河徳山","大井川鉄道本線"
"静岡県","寸座","天竜浜名湖鉄道"
"静岡県","接岨峡温泉","大井川鉄道井川線"
"静岡県","竪堀","JR身延線"
"静岡県","田野口","大井川鉄道本線"
"静岡県","土本","大井川鉄道井川線"
"静岡県","常葉大学前","天竜浜名湖鉄道"
"静岡県","戸綿","天竜浜名湖鉄道"
"静岡県","知波田","天竜浜名湖鉄道"
"静岡県","豊岡","天竜浜名湖鉄道"
"静岡県","東都筑","天竜浜名湖鉄道"
"静岡県","長泉なめり","JR御殿場線"
"静岡県","長島ダム","大井川鉄道井川線"
"静岡県","西気賀","天竜浜名湖鉄道"
"静岡県","抜里","大井川鉄道本線"
"静岡県","浜北","遠州鉄道"
"静岡県","早瀬","JR飯田線"
"静岡県","原谷","天竜浜名湖鉄道"
"静岡県","日切","大井川鉄道本線"
"静岡県","ひらんだ","大井川鉄道井川線"
"静岡県","福用","大井川鉄道本線"
"静岡県","フルーツパーク","天竜浜名湖鉄道"
"静岡県","六合","JR東海道本線"
"静岡県","アスモ前","天竜浜名湖鉄道"
"静岡県","三島二日町","伊豆箱根鉄道駿豆線"
"静岡県","三島広小路","伊豆箱根鉄道駿豆線"
"静岡県","森町病院前","天竜浜名湖鉄道"
"静岡県","稲梓","伊豆急行線"
"愛知県","愛知御津","JR東海道本線"
"愛知県","愛・地球博記念公園","リニモ"
"愛知県","愛知大学前","豊橋鉄道渥美線"
"愛知県","碧海古井","名鉄西尾線"
"愛知県","赤岩口","豊橋鉄道東田本線"
"愛知県","稲荷口","名鉄豊川線"
"愛知県","犬山遊園","名鉄犬山線"
"愛知県","石刀","名鉄名古屋本線"
"愛知県","上丸渕","名鉄尾西線"
"愛知県","運動公園前","豊橋鉄道東田本線"
"愛知県","永和","JR関西本線"
"愛知県","杁ヶ池公園","リニモ"
"愛知県","黄金","近鉄名古屋線"
"愛知県","大里","名鉄名古屋本線"
"愛知県","岡崎公園前","名鉄名古屋本線"
"愛知県","男川","名鉄名古屋本線"
"愛知県","太田川","名鉄常滑線 / 名鉄河和線"
"愛知県","尾張瀬戸","名鉄瀬戸線"
"愛知県","尾張森岡","JR武豊線"
"愛知県","尾張横須賀","名鉄常滑線"
"愛知県","柿平","JR飯田線"
"愛知県","蒲郡競艇場前","名鉄蒲郡線"
"愛知県","木曽川堤","名鉄名古屋本線"
"愛知県","北安城","名鉄西尾線"
"愛知県","北岡崎","愛知環状鉄道線"
"愛知県","北新川","名鉄三河線"
"愛知県","五ノ三","名鉄尾西線"
"愛知県","吉良吉田","名鉄蒲郡線 / 名鉄西尾線"
"愛知県","近鉄弥富","近鉄名古屋線"
"愛知県","芸大通","リニモ"
"愛知県","競輪場前","豊橋鉄道東田本線"
"愛知県","公園西","リニモ"
"愛知県","江南","名鉄犬山線"
"愛知県","河和口","名鉄河和線"
"愛知県","木津用水","名鉄犬山線"
"愛知県","こどもの国","名鉄蒲郡線"
"愛知県","坂部","名鉄河和線"
"愛知県","三ヶ根","JR東海道本線"
"愛知県","山王","名鉄名古屋本線"
"愛知県","市役所前","豊橋鉄道東田本線"
"愛知県","聚楽園","名鉄常滑線"
"愛知県","白沢渓谷","名古屋ガイドウェイバス"
"愛知県","新安城","名鉄名古屋本線 / 名鉄西尾線"
"愛知県","新川町","名鉄三河線"
"愛知県","新川","豊橋鉄道東田本線"
"愛知県","新木曽川","名鉄名古屋本線"
"愛知県","新瀬戸","名鉄瀬戸線"
"愛知県","新豊橋","豊橋鉄道渥美線"
"愛知県","新日鉄前","名鉄常滑線"
"愛知県","末野原","愛知環状鉄道線"
"愛知県","瀬戸市役所前","名鉄瀬戸線"
"愛知県","南安城","名鉄西尾線"
"愛知県","田県神社前","名鉄小牧線"
"愛知県","竹村","名鉄三河線"
"愛知県","島氏永","名鉄名古屋本線"
"愛知県","巽ヶ丘","名鉄河和線"
"愛知県","知多奥田","名鉄知多新線"
"愛知県","茶臼山","JR飯田線"
"愛知県","中京競馬場前","名鉄名古屋本線"
"愛知県","中部国際空港","名鉄空港線"
"愛知県","知多武豊","名鉄河和線"
"愛知県","陶磁資料館南","リニモ"
"愛知県","犬山口","名鉄犬山線"
"愛知県","豊川稲荷","名鉄豊川線"
"愛知県","豊橋公園前","豊橋鉄道東田本線"
"愛知県","名電長沢","名鉄名古屋本線"
"愛知県","長久手古戦場","リニモ"
"愛知県","名電山中","名鉄名古屋本線"
"愛知県","西岡崎","JR東海道本線"
"愛知県","西尾口","名鉄西尾線"
"愛知県","西ノ口","名鉄常滑線"
"愛知県","はなみずき通","リニモ"
"愛知県","東岡崎","名鉄名古屋本線"
"愛知県","東八町","豊橋鉄道東田本線"
"愛知県","比良","JR東海交通事業城北線"
"愛知県","福地","名鉄西尾線"
"愛知県","古見","名鉄常滑線"
"愛知県","星ヶ丘","名古屋市東山線"
"愛知県","堀内公園","名鉄西尾線"
"愛知県","間内","名鉄小牧線"
"愛知県","三河大塚","JR東海道本線"
"愛知県","三河鹿島","名鉄蒲郡線"
"愛知県","三河槙原","JR飯田線"
"愛知県","三河上郷","愛知環状鉄道線"
"愛知県","三河塩津","JR東海道本線"
"愛知県","三河田原","豊橋鉄道渥美線"
"愛知県","三河知立","名鉄三河線"
"愛知県","三河東郷","JR飯田線"
"愛知県","三河鳥羽","名鉄蒲郡線"
"愛知県","三河八橋","名鉄三河線"
"愛知県","三河三谷","JR東海道本線"
"愛知県","南加木屋","名鉄河和線"
"愛知県","南桜井","名鉄西尾線"
"愛知県","味岡","名鉄小牧線"
"愛知県","三好ヶ丘","名鉄豊田線"
"愛知県","向ヶ丘","豊橋鉄道渥美線"
"愛知県","名電赤坂","名鉄名古屋本線"
"愛知県","本山","名古屋市名城線 / 名古屋市東山線"
"愛知県","柳生橋","豊橋鉄道渥美線"
"愛知県","やぐま台","豊橋鉄道渥美線"
"愛知県","矢作橋","名鉄名古屋本線"
"愛知県","湯谷温泉","JR飯田線"
"愛知県","吉浜","名鉄三河線"
"愛知県","りんくう常滑","名鉄空港線"
"愛知県","六輪","名鉄尾西線"
"三重県","青山町","近鉄大阪線"
"三重県","新居","伊賀鉄道"
"三重県","有井","JR紀勢本線"
"三重県","比津","JR名松線"
"三重県","伊賀上野","JR関西本線 / 伊賀鉄道"
"三重県","伊賀上津","近鉄大阪線"
"三重県","池の浦","近鉄鳥羽線"
"三重県","伊勢柏崎","JR紀勢本線"
"三重県","伊勢鎌倉","JR名松線"
"三重県","伊勢中川","近鉄名古屋線 / 近鉄大阪線 / 近鉄山田線"
"三重県","伊勢中原","近鉄山田線"
"三重県","上野市","伊賀鉄道"
"三重県","梅ヶ谷","JR紀勢本線"
"三重県","追分","四日市あすなろう鉄道内部線"
"三重県","大曽根浦","JR紀勢本線"
"三重県","神志山","JR紀勢本線"
"三重県","加茂","近鉄志摩線"
"三重県","川添","JR紀勢本線"
"三重県","紀伊市木","JR紀勢本線"
"三重県","漕代","近鉄山田線"
"三重県","小俣","近鉄山田線"
"三重県","三瀬谷","JR紀勢本線"
"三重県","三野瀬","JR紀勢本線"
"三重県","市部","伊賀鉄道"
"三重県","志摩赤崎","近鉄志摩線"
"三重県","外城田","JR参宮線"
"三重県","徳田","伊勢鉄伊勢線"
"三重県","中之郷","近鉄志摩線"
"三重県","西青山","近鉄大阪線"
"三重県","西大手","伊賀鉄道"
"三重県","徳和","JR紀勢本線"
"三重県","波田須","JR紀勢本線"
"三重県","穴川","近鉄志摩線"
"三重県","東松阪","近鉄山田線"
"三重県","広小路","伊賀鉄道"
"三重県","松尾","近鉄志摩線"
"三重県","松ヶ崎","近鉄山田線"
"三重県","丸山","伊賀鉄道"
"三重県","依那古","伊賀鉄道"
"三重県","六軒","JR紀勢本線"
"滋賀県","大津京","JR湖西線"
"滋賀県","大津市役所前","京阪石山坂本線"
"滋賀県","おごと温泉","JR湖西線"
"滋賀県","近江今津","JR湖西線"
"滋賀県","近江神宮前","京阪石山坂本線"
"滋賀県","近江高島","JR湖西線"
"滋賀県","近江舞子","JR湖西線"
"滋賀県","唐橋前","京阪石山坂本線"
"滋賀県","京阪大津京","京阪石山坂本線"
"滋賀県","京阪石山","京阪石山坂本線"
"滋賀県","ケーブル延暦寺","比叡山鉄道線"
"滋賀県","坂田","JR北陸本線"
"滋賀県","桜川","近江鉄道本線"
"滋賀県","醒ヶ井","JR東海道本線"
"滋賀県","島ノ関","京阪石山坂本線"
"滋賀県","大学前","近江鉄道本線"
"滋賀県","瓦ヶ浜","京阪石山坂本線"
"滋賀県","多賀大社前","近江鉄道多賀線"
"滋賀県","高宮","近江鉄道多賀線 / 近江鉄道本線"
"滋賀県","中ノ庄","京阪石山坂本線"
"滋賀県","日野","近江鉄道本線"
"滋賀県","平田","近江鉄道八日市線"
"滋賀県","ほうらい丘","比叡山鉄道線"
"滋賀県","蓬莱","JR湖西線"
"滋賀県","南滋賀","京阪石山坂本線"
"滋賀県","武佐","近江鉄道八日市線"
"滋賀県","紫香楽宮跡","信楽高原鐵道"
"滋賀県","もたて山","比叡山鉄道線"
"滋賀県","雲井","信楽高原鐵道"
"京都府","安栖里","JR山陰本線"
"京都府","石田","京都市東西線"
"京都府","黄檗","JR奈良線 / 京阪宇治線"
"京都府","大江","京都丹後鉄道宮福線"
"京都府","大江山口内宮","京都丹後鉄道宮福線"
"京都府","かぶと山","京都丹後鉄道宮豊線"
"京都府","辛皮","京都丹後鉄道宮福線"
"京都府","北山","京都市烏丸線"
"京都府","貴船口","叡山電鉄鞍馬線"
"京都府","京丹後大宮","京都丹後鉄道宮豊線"
"京都府","近鉄宮津","近鉄京都線"
"京都府","五条","京都市烏丸線"
"京都府","小天橋","京都丹後鉄道宮豊線"
"京都府","三条","京阪本線"
"京都府","山門","鞍馬山鋼索鉄道線"
"京都府","JR小倉","JR奈良線"
"京都府","JR三山木","JR片町線"
"京都府","四所","京都丹後鉄道宮舞線"
"京都府","東雲","京都丹後鉄道宮舞線"
"京都府","十条","京都市烏丸線 / 近鉄京都線"
"京都府","新祝園","近鉄京都線"
"京都府","多宝塔","鞍馬山鋼索鉄道線"
"京都府","玉水","JR奈良線"
"京都府","丹後神崎","京都丹後鉄道宮舞線"
"京都府","月ヶ瀬口","JR関西本線"
"京都府","同志社前","JR片町線"
"京都府","常盤","京福北野線"
"京都府","西舞鶴","JR舞鶴線 / 京都丹後鉄道宮舞線"
"京都府","鍼灸大学前","JR山陰本線"
"京都府","府中","天橋立鋼索鉄道"
"京都府","船岡","JR山陰本線"
"京都府","保津峡","JR山陰本線"
"京都府","東舞鶴","JR小浜線 / JR舞鶴線"
"京都府","牧","京都丹後鉄道宮福線"
"京都府","松井山手","JR片町線"
"京都府","松尾寺","JR小浜線"
"京都府","三室戸","京阪宇治線"
"京都府","山田川","近鉄京都線"
"京都府","山ノ内","京福嵐山線"
"京都府","吉富","JR山陰本線"
"京都府","和知","JR山陰本線"
"大阪府","石津川","南海本線"
"大阪府","和泉砂川","JR阪和線"
"大阪府","和泉府中","JR阪和線"
"大阪府","今川","近鉄南大阪線"
"大阪府","井原里","南海本線"
"大阪府","恵我ノ荘","近鉄南大阪線"
"大阪府","大阪教育大前","近鉄大阪線"
"大阪府","大小路","阪堺電軌阪堺線"
"大阪府","御陵前","阪堺電軌阪堺線"
"大阪府","河内磐船","JR片町線"
"大阪府","貝塚市役所前","水間鉄道"
"大阪府","河内堅上","JR大和路線"
"大阪府","柏原南口","近鉄道明寺線"
"大阪府","門真南","大阪長堀鶴見緑地線"
"大阪府","上ノ太子","近鉄南大阪線"
"大阪府","河内国分","近鉄大阪線"
"大阪府","河内花園","近鉄奈良線"
"大阪府","河内山本","近鉄大阪線 / 近鉄信貴線"
"大阪府","河内森","京阪交野線"
"大阪府","関大前","阪急千里線"
"大阪府","北信太","JR阪和線"
"大阪府","北助松","南海本線"
"大阪府","伽羅橋","南海高師浜線"
"大阪府","近鉄八尾","近鉄大阪線"
"大阪府","九条","大阪中央線 / 阪神なんば線"
"大阪府","樟葉","京阪本線"
"大阪府","布忍","近鉄南大阪線"
"大阪府","久米田","JR阪和線"
"大阪府","堅下","近鉄大阪線"
"大阪府","コスモスクエア","大阪中央線 / 大阪南港ポートタウン線 / 北港テクノポート線"
"大阪府","光善寺","京阪本線"
"大阪府","鴻池新田","JR片町線"
"大阪府","近義の里","水間鉄道"
"大阪府","堺東","南海高野線"
"大阪府","信貴山口","近鉄信貴線 / 近鉄西信貴ケーブル線"
"大阪府","四条畷","JR片町線"
"大阪府","柴原阪大前","大阪モノレール"
"京都府","島本","JR京都線"
"大阪府","汐ノ宮","近鉄長野線"
"大阪府","新石切","近鉄けいはんな線"
"大阪府","新加美","おおさか東線"
"大阪府","信太山","JR阪和線"
"大阪府","千早口","南海高野線"
"大阪府","高見ノ里","近鉄南大阪線"
"大阪府","高安山","近鉄西信貴ケーブル線"
"大阪府","滝谷","南海高野線"
"大阪府","滝谷不動","近鉄長野線"
"大阪府","蛸地蔵","南海本線"
"大阪府","枚岡","近鉄奈良線"
"大阪府","中ふ頭","大阪南港ポートタウン線"
"大阪府","土師ノ里","近鉄南大阪線"
"大阪府","富木","JR阪和線"
"大阪府","豊川","大阪モノレール彩都線"
"大阪府","トレードセンター前","大阪南港ポートタウン線"
"大阪府","富田林西口","近鉄長野線"
"大阪府","南港口","大阪南港ポートタウン線"
"大阪府","南方","阪急京都本線"
"大阪府","西三荘","京阪本線"
"大阪府","忍ヶ丘","JR片町線"
"大阪府","八戸ノ里","近鉄奈良線"
"大阪府","浜寺駅前","阪堺電軌阪堺線"
"大阪府","万博記念公園","大阪モノレール / 大阪モノレール彩都線"
"大阪府","東貝塚","JR阪和線"
"大阪府","東花園","近鉄奈良線"
"大阪府","枚方公園","京阪本線"
"大阪府","フェリーターミナル","大阪南港ポートタウン線"
"大阪府","古川橋","京阪本線"
"大阪府","ポートタウン西","大阪南港ポートタウン線"
"大阪府","ポートタウン東","大阪南港ポートタウン線"
"大阪府","星ヶ丘","京阪交野線"
"大阪府","蛍池","大阪モノレール / 阪急宝塚本線"
"大阪府","松ノ浜","南海本線"
"大阪府","三ヶ山口","水間鉄道"
"大阪府","みさき公園","南海多奈川線 / 南海本線"
"大阪府","南摂津","大阪モノレール"
"大阪府","妙見口","能勢電鉄妙見線"
"大阪府","妙国寺前","阪堺電軌阪堺線"
"大阪府","八尾南","大阪谷町線"
"大阪府","矢田","近鉄南大阪線"
"大阪府","夢洲","北港テクノポート線"
"大阪府","弥刀","近鉄大阪線"
"大阪府","緑地公園","北大阪急行"
"大阪府","りんくうタウン","JR関西空港線 / 南海空港線"
"大阪府","若江岩田","近鉄奈良線"
"兵庫県","青倉","JR播但線"
"兵庫県","青野ヶ原","JR加古川線"
"兵庫県","一の鳥居","能勢電鉄妙見線"
"兵庫県","甘地","JR播但線"
"兵庫県","餘部","JR山陰本線"
"兵庫県","居組","JR山陰本線"
"兵庫県","鶯の森","能勢電鉄妙見線"
"兵庫県","恵比須","神戸電鉄粟生線"
"兵庫県","大倉山","神戸市西神・山手線"
"兵庫県","尾上の松","山陽電鉄本線"
"兵庫県","亀山","山陽電鉄本線"
"兵庫県","川西池田","JR福知山線"
"兵庫県","川西能勢口","能勢電鉄妙見線 / 阪急宝塚本線"
"兵庫県","絹延橋","能勢電鉄妙見線"
"兵庫県","城崎温泉","JR山陰本線"
"兵庫県","木幡","神戸電鉄粟生線"
"兵庫県","久下村","JR加古川線"
"兵庫県","県庁前","神戸市西神・山手線"
"兵庫県","玄武洞","JR山陰本線"
"兵庫県","コウノトリの郷","京都丹後鉄道宮豊線"
"兵庫県","河野原円心","智頭急行智頭線"
"兵庫県","神戸空港","ポートアイランド線"
"兵庫県","国府","JR山陰本線"
"兵庫県","佐津","JR山陰本線"
"兵庫県","山陽明石","山陽電鉄本線"
"兵庫県","山陽魚住","山陽電鉄本線"
"兵庫県","山陽垂水","山陽電鉄本線"
"兵庫県","柴山","JR山陰本線"
"兵庫県","新三田","JR福知山線"
"兵庫県","滝の茶屋","山陽電鉄本線"
"兵庫県","武田尾","JR福知山線"
"兵庫県","竜野","JR山陽本線"
"兵庫県","丹波大山","JR福知山線"
"兵庫県","丹波竹田","JR福知山線"
"兵庫県","鼓滝","能勢電鉄妙見線"
"兵庫県","寺前","JR播但線"
"兵庫県","中八木","山陽電鉄本線"
"兵庫県","中山観音","阪急宝塚本線"
"兵庫県","西栗栖","JR姫新線"
"兵庫県","西神南","神戸市西神・山手線"
"兵庫県","日本へそ公園","JR加古川線"
"兵庫県","浜の宮","山陽電鉄本線"
"兵庫県","播磨新宮","JR姫新線"
"兵庫県","播磨徳久","JR姫新線"
"兵庫県","播磨下里","北条鉄道"
"兵庫県","播磨横田","北条鉄道"
"兵庫県","日岡","JR加古川線"
"兵庫県","東二見","山陽電鉄本線"
"兵庫県","久谷","JR山陰本線"
"兵庫県","備前福河","JR赤穂線"
"兵庫県","人丸前","山陽電鉄本線"
"兵庫県","広野ゴルフ場前","神戸電鉄粟生線"
"兵庫県","古市","JR福知山線"
"兵庫県","宝殿","JR神戸線"
"兵庫県","法華口","北条鉄道"
"兵庫県","本竜野","JR姫新線"
"兵庫県","舞子公園","山陽電鉄本線"
"兵庫県","御影","阪急神戸本線 / 阪神本線"
"兵庫県","三木上の丸","神戸電鉄粟生線"
"兵庫県","南ウッディタウン","神戸電鉄公園都市線"
"兵庫県","妙法寺","神戸市西神・山手線"
"兵庫県","厄神","JR加古川線"
"兵庫県","梁瀬","JR山陰本線"
"兵庫県","鎧","JR山陰本線"
"奈良県","梅屋敷","近鉄生駒ケーブル線"
"奈良県","学園前","近鉄奈良線"
"奈良県","霞ヶ丘","近鉄生駒ケーブル線"
"奈良県","近鉄下田","近鉄大阪線"
"奈良県","九条","近鉄橿原線"
"奈良県","黒田","近鉄田原本線"
"奈良県","佐味田川","近鉄田原本線"
"奈良県","下市口","近鉄吉野線"
"奈良県","大阿太","近鉄吉野線"
"奈良県","壺阪山","近鉄吉野線"
"奈良県","二上山","近鉄南大阪線"
"奈良県","東山","近鉄生駒線"
"奈良県","二上","近鉄大阪線"
"奈良県","二上神社口","近鉄南大阪線"
"奈良県","大和上市","近鉄吉野線"
"奈良県","吉野神宮","近鉄吉野線"
"和歌山県","上古沢","南海高野線"
"和歌山県","稲原","JR紀勢本線"
"和歌山県","見老津","JR紀勢本線"
"和歌山県","学門","紀州鉄道"
"和歌山県","加太","南海加太線"
"和歌山県","紀伊勝浦","JR紀勢本線"
"和歌山県","加茂郷","JR紀勢本線"
"和歌山県","紀伊内原","JR紀勢本線"
"和歌山県","紀伊浦神","JR紀勢本線"
"和歌山県","紀伊天満","JR紀勢本線"
"和歌山県","紀伊姫","JR紀勢本線"
"和歌山県","紀伊宮原","JR紀勢本線"
"和歌山県","紀伊由良","JR紀勢本線"
"和歌山県","切目","JR紀勢本線"
"和歌山県","極楽橋","南海高野線 / 南海鋼索線"
"和歌山県","下古沢","南海高野線"
"和歌山県","市役所前","紀州鉄道"
